borough,buildingClassCategory,address,zipcode,residentialUnits,landSqft,yearBuilt,salePrice,employed,unemployed,incomeAbove100k,incomeBelow100k
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,17 LONGFELLOW AVE,10301,1,"10,000",1960,698250,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,47 WILLOW POND ROAD,10304,1,"10,000",1960,972000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,70 MERRICK AVENUE,10301,1,"10,000",1965,1200000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,972 LAMONT AVENUE,10309,1,"10,000",1985,1125000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,1019 IONIA AVENUE,10309,1,"10,000",1985,1300000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,1015 EDGEGROVE AVENUE,10309,2,"10,000",1980,722000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,132 BENNETT PLACE,10312,1,"9,975",1989,1687000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,4500 DELAFIELD AVENUE,10471,1,"9,975",1925,990000,565642,32035,44610,621050
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,20 VENUS PLACE,10312,2,"9,964",1986,805086,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,60 DAHLIA STREET,10312,1,"9,917",1985,1125000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,100 EMERSON COURT,10304,1,"9,900",1970,725000,213734,8585,55180,173430
Bronx County,02 TWO FAMILY DWELLINGS,1267 STADIUM AVENUE,10465,2,"9,900",1935,1010000,565642,32035,44610,621050
Queens County,01 ONE FAMILY DWELLINGS,53-43 BROWVALE LANE,11362,1,"9,894",1930,1960000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,5010 OCEAN VIEW AVENUE,11224,2,"9,887",1970,775000,1149461,48699,188640,1067440
Bronx County,01 ONE FAMILY DWELLINGS,2790 ARLINGTON AVENUE,10463,1,"9,875",1930,997110,565642,32035,44610,621050
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,11 PERSIMMON LANE,10314,1,"9,831",2014,688888,213734,8585,55180,173430
Bronx County,02 TWO FAMILY DWELLINGS,1966 LACOMBE AVENUE,10473,2,"9,808",1920,650000,565642,32035,44610,621050
Queens County,01 ONE FAMILY DWELLINGS,86-35 SANCHO STREET,11423,1,"9,804",1940,2200000,1099996,39401,166650,1015040
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,125 NANCY LANE,10307,2,"9,790",1988,1075000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,105 JANSEN STREET,10312,1,"9,776",1970,638000,213734,8585,55180,173430
Bronx County,02 TWO FAMILY DWELLINGS,2262 SEDGWICK AVENUE,10468,2,"9,759",1920,300000,565642,32035,44610,621050
Queens County,01 ONE FAMILY DWELLINGS,147-19 11TH AVENUE,11357,1,"9,750",1920,1135000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,400 ALTER AVENUE,10305,1,"9,750",1955,347300,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,145 SWINNERTON STREET,10307,1,"9,700",1985,1075000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,117 TYSEN STREET,10301,1,"9,620",1901,802000,213734,8585,55180,173430
Queens County,03 THREE FAMILY DWELLINGS,32-20 23RD STREET,11106,3,"9,600",2003,2000000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,38 SOUTH DRUM STREET,10309,1,"9,572",1986,1310000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,61 DELMAR AVENUE,10312,2,"9,525",1984,895000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,300 ARLEIGH ROAD,11363,1,"9,500",1960,1910000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,450 ROBINSON AVENUE,10312,1,"9,500",1965,999000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,1570 CROTONA PARK EAST,10460,1,"9,490",1988,575000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,3039 JOHNSON AVENUE,10463,1,"9,450",1920,850000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,3254 RAWLINS AVENUE,10465,1,"9,404",2007,995000,565642,32035,44610,621050
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,1028 VAN DUZER STREET,10304,1,"9,400",1899,400000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,11-50 VIRGINIA STREET,11691,1,"9,375",1920,1700000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,332 MARYLAND AVENUE,10305,1,"9,375",1925,630000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,95 PARK DRIVE,10464,1,"9,375",1920,999000,565642,32035,44610,621050
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,120 BEDELL AVENUE,10307,1,"9,321",1899,548000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,670 WEST 261 STREET,10471,1,"9,315",1927,1220000,565642,32035,44610,621050
Richmond County (Staten Island),03 THREE FAMILY DWELLINGS,919 ARMSTRONG AVENUE,10308,3,"9,313",1985,465000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,11 WILTSHIRE LANE,10309,2,"9,312",2018,834965,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,59 LANDIS AVENUE,10305,1,"9,300",1965,650000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,134 OVERLOOK AVENUE,10304,1,"9,212",1945,1269000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,1111 DOUGLAS ROAD,11363,1,"9,208",1950,1765000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,86-23 SANCHO STREET,11423,1,"9,204",1960,1200000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,5633 AMBOY ROAD,10309,1,"9,200",1965,695000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,24 RUSTIC PLACE,10308,1,"9,184",1935,1175000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,726 JANSEN STREET,10312,1,"9,170",1996,1100000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,270 BETHEL AVENUE,10307,2,"9,125",2007,1350000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,479 MORNINGSTAR ROAD,10303,2,"9,074",1930,457713,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,31 SAVONA COURT,10309,2,"9,071",2017,1272813,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,46-04 MARATHON PARKWAY,11362,1,"9,020",1945,1065000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,15 MANOR ROAD,11363,1,"9,010",1920,1300000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,61 HARVARD AVENUE,10301,1,"8,964",1901,525000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,184-31 CAMBRIDGE ROAD,11432,1,"8,960",1950,1225000,1099996,39401,166650,1015040
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,10 ALMOND STREET,10312,2,"8,927",1996,606000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,923 OLYMPIA BOULEVARD,10306,1,"8,910",1945,525000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,53-15 241ST STREET,11362,1,"8,900",1960,910000,1099996,39401,166650,1015040
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,3924 VICTORY BOULEVARD,10314,2,"8,878",2019,936790,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,5-12 PARSONS BOULEVARD,11357,1,"8,865",2017,2100000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,332 WILSON AVENUE,10312,1,"8,840",1920,490000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,30 PARKVIEW PLACE,10310,1,"8,840",1920,945000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,N/A MACE STREET,10306,1,"8,815",2019,1272813,213734,8585,55180,173430
Queens County,02 TWO FAMILY DWELLINGS,2-43 148TH STREET,11357,2,"8,800",1945,1600000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,118-22 189TH STREET,11412,1,"8,750",1901,550000,1099996,39401,166650,1015040
Bronx County,02 TWO FAMILY DWELLINGS,1077 SUMMIT AVENUE,10452,2,"8,750",1901,950000,565642,32035,44610,621050
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,138 LEE AVENUE,10307,1,"8,745",1905,845000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,110-24 69TH ROAD,11375,1,"8,742",1935,2275000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,193-27 FOOTHILL AVENUE,11423,1,"8,742",1925,940000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,118-49 FARMERS BOULEVARD,11412,2,"8,742",1950,785000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,1359 RICHMOND ROAD,10304,1,"8,738",1920,555000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,233 WOOD AVENUE,10307,2,"8,736",1915,1150000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,4704 DELAFIELD AVENUE,10471,1,"8,724",1920,1750000,565642,32035,44610,621050
Queens County,01 ONE FAMILY DWELLINGS,87-25 CLOVER PLACE,11423,1,"8,709",1920,724000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,35 SHORE ACRES ROAD,10305,1,"8,700",2010,1100000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,5 STATEN ISLAND BLVD,10301,1,"8,682",1970,950000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,15 CAPELLAN STREET,10312,1,"8,675",1975,525000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,89-62 134TH STREET,11418,1,"8,650",1925,700000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,55 CONTINENTAL PLACE,10303,1,"8,648",1899,350000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,36 ALGONKIN STREET,10312,2,"8,625",1992,1057000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,77 RIDGECREST AVENUE,10312,1,"8,600",1945,825000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,476 VERNON AVENUE,10309,1,"8,560",1935,589567,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,12 BRIDGE COURT,10305,1,"8,550",1997,550000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,133 HIGHVIEW AVENUE,10301,1,"8,541",1905,610000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,3208 215 STREET,11361,1,"8,533",1940,1685000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,82-31 AUSTIN STREET,11415,1,"8,522",1915,924733,1099996,39401,166650,1015040
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,35 SAVONA COURT,10309,2,"8,519",2017,1247356,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,695 OAKLAND AVENUE,10310,1,"8,500",1940,1180000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,162 ARLINGTON AVENUE,10303,2,"8,500",1901,395000,213734,8585,55180,173430
Bronx County,02 TWO FAMILY DWELLINGS,1123 EAST 211 STREET,10469,2,"8,475",1899,820000,565642,32035,44610,621050
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,325 STANLEY AVENUE,10301,2,"8,455",1910,605000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,4740 ISELIN AVENUE,10471,1,"8,450",1920,1512500,565642,32035,44610,621050
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,59 MARNE AVENUE,10312,2,"8,425",1989,728000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,839 WILLOWBROOK ROAD,10314,2,"8,421",1970,253549,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,51 CHAMPLAIN AVENUE,10306,1,"8,400",1965,710000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,179-39 TUDOR ROAD,11432,1,"8,379",1930,1455000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,149-51 POWELLS COVE BOULEVARD,11357,1,"8,329",1950,2265000,1099996,39401,166650,1015040
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,44 PRINCETON AVENUE,10306,2,"8,300",1955,800000,213734,8585,55180,173430
Queens County,02 TWO FAMILY DWELLINGS,14-23 BEACH CHANNEL DRIVE,11691,2,"8,250",1930,305000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,101 CENTER STREET,10306,1,"8,250",1950,710000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,22-04 22ND AVENUE,11357,1,"8,225",1960,1250000,1099996,39401,166650,1015040
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,146 JACKSON AVENUE,10305,2,"8,215",2005,530000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,69-89 62ND DRIVE,11379,1,"8,200",2002,1800000,1099996,39401,166650,1015040
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,87/89 CONKLIN AVENUE,11236,3,"8,200",1920,454000,1149461,48699,188640,1067440
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,84 WESTERVELT AVENUE,10301,2,"8,190",1910,630000,213734,8585,55180,173430
Queens County,02 TWO FAMILY DWELLINGS,146-32 FARMERS BLVD,11434,2,"8,170",1910,800000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,7372 AMBOY ROAD,10307,1,"8,160",1945,777000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,60 OLD FARMERS LANE,10304,1,"8,154",1986,1100000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,300 KNOLLWOOD AVENUE,11363,1,"8,133",2012,869000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,466 NAUGHTON AVENUE,10305,1,"8,125",1965,660000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,394 CRAIG AVENUE,10307,1,"8,120",1930,555000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,42-30 248TH STREET,11363,1,"8,100",1920,938000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,113 WOODVALE AVENUE,10309,1,"8,100",1905,725000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,34 SUMMIT ROAD,10307,2,"8,068",1996,1148000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,95 MANEE AVENUE,10309,2,"8,033",2019,1211718,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,91 MANEE AVENUE,10309,2,"8,031",2019,1272813,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,25-02 BAYSWATER AVENUE,11691,1,"8,023",1901,550000,1099996,39401,166650,1015040
Bronx County,03 THREE FAMILY DWELLINGS,2668 MARION AVE,10458,3,"8,013",1920,295859,565642,32035,44610,621050
Queens County,01 ONE FAMILY DWELLINGS,86-66 MARENGO STREET,11423,1,"8,009",1940,850000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,237 HOLLYWOOD AVENUE,11363,1,"8,000",1935,1100000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,45-12 244TH STREET,11362,1,"8,000",1945,1359988,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,46-19 241 ST,11362,1,"8,000",1930,1050000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,85-06 213TH STREET,11427,1,"8,000",1960,1360000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,166 BEACH 148TH STREET,11694,1,"8,000",1955,1670000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,11206 HANNIBAL STREET,11412,1,"8,000",1930,550000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,112-06 HANNIBAL STREET,11412,1,"8,000",1930,820000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,109-27 196TH STREET,11412,1,"8,000",1920,840000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,1-14 PARSONS BOULEVARD,11357,1,"8,000",1925,935000,1099996,39401,166650,1015040
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,49 74 STREET,11209,1,"8,000",1925,2000000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1221 ALBEMARLE ROAD,11218,1,"8,000",1905,2400000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,3831 LYME AVENUE,11224,3,"8,000",1901,975000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,11 LORRAINE AVENUE,10312,1,"8,000",2000,979200,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,219 SHELDON AVENUE,10312,1,"8,000",1945,237000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,137 SINCLAIR AVENUE,10312,1,"8,000",1975,865000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,313 SHELDON AVENUE,10312,1,"8,000",1945,1189802,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,65 WEAVER STREET,10312,1,"8,000",1975,745000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,226 TALLMAN STREET,10312,1,"8,000",1980,970000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,232 TALLMAN STREET,10312,1,"8,000",1980,1190000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,250 CROWN AVENUE,10312,2,"8,000",1935,700000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,55 ALMOND STREET,10312,1,"8,000",1970,770000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,74 ALMOND STREET,10312,1,"8,000",1970,825000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,506 JEFFERSON BOULEVARD,10312,1,"8,000",1940,750000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,32 ALMOND STREET,10312,2,"8,000",1988,900000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,91 WILSON TERRACE,10304,1,"8,000",1983,1200000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,92 NORDEN STREET,10304,1,"8,000",1955,1832850,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,84 HALES AVENUE,10312,1,"8,000",1960,485000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,30 RADCLIFF ROAD,10305,1,"8,000",1980,126750,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,243 ROBINSON AVENUE,10312,1,"8,000",1940,475000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,58 WIELAND AVENUE,10309,1,"8,000",1975,650000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,347 ROSS AVENUE,10306,1,"8,000",1950,825000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,5 EUGENE STREET,10309,2,"8,000",1920,700000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,20 KENT STREET,10306,1,"8,000",1960,668000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,163 JEROME AVENUE,10305,1,"8,000",1965,833000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,60 HICKORY AVENUE,10305,2,"8,000",1930,812500,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,160 HIGHLAND AVENUE,10301,1,"8,000",1975,680000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,41 RUGBY AVENUE,10301,2,"8,000",1920,873000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,455 STEWART AVENUE,10314,1,"8,000",1944,720000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,48 HARVARD AVENUE,10301,1,"7,999",2001,553000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,911 WILLOWBROOK ROAD,10314,2,"7,991",1975,253549,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,144 GRYMES HILL ROAD,10301,1,"7,960",2001,612987,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,144 GRYMES HILL ROAD,10301,1,"7,960",2001,965000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,25-19 WESTBOURNE AVENUE,11691,1,"7,923",1935,670000,1099996,39401,166650,1015040
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,594 WEST FINGERBOARD RD,10305,1,"7,920",1970,850000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,209 LINCOLN AVENUE,10306,2,"7,905",1945,655000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,47 IRVING PLACE,10304,1,"7,898",1910,995000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,6 HILLTOP ROAD,10312,1,"7,875",1965,720000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,335 JEFFERSON AVENUE,10306,2,"7,874",1970,910000,213734,8585,55180,173430
